id,categoryId,date,qty,rate,amount,paymentTypeId,description,createdBy,modifiedBy,createdAt,modifiedAt,isNotDeleted,expenseReportId,receiptId,vendorName,orgId,tax
144,14,2021-12-04,5.0000,12500.0000,12500.0000,10,"laptop accessories","Lynda Rose","John williams","2021-12-04 14:25:25","2021-12-05 08:36:08",1,144,143,NULL,1,0.0000
145,23,2021-12-10,1.0000,500.0000,500.0000,10,gadgets,"Lynda Rose","John williams","2021-12-05 06:23:44","2021-12-05 08:36:23",1,145,144,NULL,1,0.0000
146,15,2021-12-09,1.0000,566.0000,566.0000,3,monitor,"Lynda Rose","John williams","2021-12-05 06:26:27","2021-12-05 09:16:32",1,146,NULL,NULL,1,0.0000
147,13,2021-12-13,2.0000,1000.0000,1000.0000,4,keyboard,"Lynda Rose","John williams","2021-12-05 06:43:41","2021-12-05 09:16:10",1,147,NULL,NULL,1,0.0000
148,13,2031-08-21,1.0000,1500.0000,1500.0000,10,charger,"Lynda Rose","John williams","2021-12-05 07:03:25","2021-12-05 09:15:51",1,148,NULL,NULL,1,0.0000
149,23,2021-12-22,1.0000,500.0000,500.0000,3,gadgets,"Lynda Rose","John williams","2021-12-05 07:20:36","2021-12-05 09:14:41",1,149,NULL,NULL,1,0.0000
150,15,2021-12-16,1.0000,6333.0000,6333.0000,11,monitor,"Lynda Rose","John williams","2021-12-05 07:22:52","2021-12-05 08:47:02",1,150,NULL,NULL,1,0.0000
151,23,2021-12-14,8.0000,6400.0000,6400.0000,10,keyboard,"x JamesJac williams",NULL,"2021-12-05 07:26:38","2021-12-05 07:26:38",1,151,NULL,NULL,1,0.0000
152,13,2021-12-30,1.0000,500.0000,500.0000,10,"usb cable","x JamesJac williams",NULL,"2021-12-05 08:01:48","2021-12-05 08:01:48",1,152,NULL,NULL,1,0.0000
153,13,2021-12-31,1.0000,500.0000,500.0000,10,"wifi processor","x JamesJac williams",NULL,"2021-12-05 08:20:04","2021-12-05 08:20:04",1,153,145,NULL,1,0.0000
154,23,2021-12-31,1.0000,500.0000,500.0000,10,gadgets,"X Anne Lily",NULL,"2021-12-05 08:25:35","2021-12-05 08:25:35",1,154,NULL,NULL,1,0.0000
155,15,2021-12-24,1.0000,2500.0000,2500.0000,10,monitor,"X Anne Lily",NULL,"2021-12-05 08:26:28","2021-12-05 08:26:28",1,155,NULL,NULL,1,0.0000
156,21,2021-12-25,35.0000,87500.0000,87500.0000,10,"staff welfare","John williams",NULL,"2021-12-05 08:42:34","2021-12-05 08:42:34",1,156,NULL,NULL,1,0.0000
157,20,2021-12-09,1.0000,2500.0000,2500.0000,10,"medical insurance","John williams",NULL,"2021-12-05 08:44:03","2021-12-05 08:44:03",1,157,NULL,NULL,1,0.0000
158,15,2021-12-10,1.0000,2500.0000,2500.0000,10,monitor,"Sai Ram",NULL,"2021-12-05 09:49:05","2021-12-05 09:49:05",1,158,NULL,NULL,1,0.0000
159,13,2022-01-08,2.0000,2000.0000,2000.0000,11,monitor,"X Kaushal Karthi",NULL,"2021-12-05 11:48:22","2021-12-05 11:48:22",1,159,NULL,NULL,1,0.0000
160,13,2021-12-23,1.0000,500.0000,500.0000,11,keyboard,"X Kaushal Karthi",NULL,"2021-12-05 12:11:38","2021-12-05 12:11:38",1,160,NULL,NULL,1,0.0000
161,13,2021-12-29,8.0000,800.0000,800.0000,11,"usb cable","X Kaushal Karthi",NULL,"2021-12-05 12:13:48","2021-12-05 12:13:48",1,161,NULL,NULL,1,0.0000
162,13,2021-12-23,1.0000,500.0000,500.0000,11,Fishbowl,"x JamesJac williams",NULL,"2021-12-05 12:21:06","2021-12-05 12:21:06",1,162,NULL,NULL,1,0.0000
163,13,2021-12-23,1.0000,500.0000,500.0000,11,Fishbowl,"x JamesJac williams",NULL,"2021-12-05 13:05:02","2021-12-05 13:05:02",1,163,NULL,NULL,1,0.0000
164,12,2022-01-05,1.0000,1000.0000,1000.0000,11,"JM Expense for Japan Trip","x JamesJac williams",NULL,"2021-12-05 13:30:56","2021-12-05 13:30:56",1,164,NULL,NULL,1,0.0000
165,12,2021-12-29,1.0000,1000.0000,1000.0000,11,"Judit Exp. for Monitor","x JamesJac williams",NULL,"2021-12-05 15:05:00","2021-12-05 15:05:00",1,165,NULL,NULL,1,0.0000
166,22,2021-12-08,2.0000,800.0000,800.0000,11,"Judit Exp. For External Mouse","x JamesJac williams",NULL,"2021-12-05 15:05:00","2021-12-05 15:05:00",1,166,NULL,NULL,1,0.0000
167,20,2021-12-20,1.0000,2500.0000,2500.0000,9,"medical insurance","x JamesJac williams","X Kaushal Karthi","2021-12-05 15:06:32","2022-01-31 17:44:20",1,167,NULL,NULL,1,0.0000
168,13,2021-12-31,1.0000,100.0000,100.0000,10,"usb cable","x JamesJac williams","X Kaushal Karthi","2021-12-05 15:06:32","2022-01-31 17:45:06",1,168,NULL,NULL,1,0.0000
169,23,2021-12-21,35.0000,17500.0000,17500.0000,10,gadgets,"John williams",NULL,"2021-12-06 07:03:43","2021-12-06 07:03:43",1,169,146,NULL,1,0.0000
170,25,2021-12-16,5.0000,427775.0000,427775.0000,3,monitor,"Sai Ram",NULL,"2021-12-06 11:16:49","2021-12-06 11:16:49",1,170,NULL,NULL,1,0.0000
171,13,2021-12-21,2.0000,732.0000,732.0000,9,mouse,"Sai Ram",NULL,"2021-12-06 11:16:49","2021-12-06 11:16:49",1,171,147,NULL,1,0.0000
172,13,2021-12-13,2.0000,51000.0000,51000.0000,10,monitor,"Abdul kalam",NULL,"2021-12-06 13:03:30","2021-12-06 13:03:30",1,172,NULL,NULL,1,0.0000
173,15,2021-12-07,1.0000,500.0000,500.0000,10,gadgets,"Lynda Rose",NULL,"2021-12-06 13:41:20","2021-12-06 13:41:20",1,173,148,NULL,1,0.0000
174,14,2021-12-13,1.0000,2500.0000,2500.0000,3,monitor,"X Anne Lily",NULL,"2021-12-13 13:27:16","2021-12-13 13:27:16",1,174,NULL,NULL,1,0.0000
175,22,2021-12-20,2.0000,4000.0000,4000.0000,9,monitor,"X Anne Lily","Alfred Leo","2021-12-13 13:54:24","2021-12-13 13:59:48",1,175,NULL,NULL,1,0.0000
176,23,2021-12-14,3.0000,4500.0000,4500.0000,4,mouse,"X Anne Lily","Alfred Leo","2021-12-13 13:54:24","2021-12-13 14:07:50",1,176,149,NULL,1,0.0000
177,23,2021-12-21,6.0000,1530.0000,1530.0000,11,usb,"X Anne Lily","Alfred Leo","2021-12-13 13:54:25","2021-12-13 13:57:27",1,177,NULL,NULL,1,0.0000
178,20,2021-12-13,35.0000,17500.0000,17500.0000,9,"medical insurance","Lynda Rose",NULL,"2021-12-13 14:44:45","2021-12-13 14:44:45",1,178,NULL,NULL,1,0.0000
179,23,2021-12-28,3.0000,1500.0000,1500.0000,11,mouse,"Lynda Rose",NULL,"2021-12-13 14:44:45","2021-12-13 14:44:45",1,179,NULL,NULL,1,0.0000
180,21,2021-12-25,23.0000,13018.0000,13018.0000,3,DECORATIONS,"Sai Ram",NULL,"2021-12-14 08:20:05","2021-12-14 08:20:05",1,180,NULL,NULL,1,0.0000
181,21,2021-12-24,50.0000,125000.0000,125000.0000,3,TRIP,"Sai Ram",NULL,"2021-12-14 08:20:06","2021-12-14 08:20:06",1,181,NULL,NULL,1,0.0000
182,22,2021-12-21,1.0000,500.0000,500.0000,3,monitor,"x JamesJac williams","Lynda Rose","2021-12-21 07:39:13","2022-01-12 16:49:34",1,182,NULL,NULL,1,0.0000
183,15,2021-12-21,2.0000,6000.0000,6000.0000,10,keyboard,"x JamesJac williams","Lynda Rose","2021-12-21 07:40:04","2022-01-31 17:50:24",1,183,NULL,NULL,1,0.0000
184,23,2022-01-12,2.0000,1000.0000,1000.0000,9,gadgets,"Subash Chandrabose",NULL,"2022-01-12 07:08:39","2022-01-12 07:08:39",1,184,NULL,NULL,1,0.0000
185,21,2022-01-12,25.0000,62500.0000,62500.0000,10,"staff welfare","x JamesJac williams","X Kaushal Karthi","2022-01-12 08:49:12","2022-01-12 13:01:26",1,185,NULL,NULL,1,0.0000
186,16,2022-01-24,5.0000,42845.0000,42845.0000,9,-------,"John williams",NULL,"2022-01-17 15:21:32","2022-01-17 15:21:32",1,186,NULL,NULL,1,0.0000
187,16,2022-01-31,56.0000,473312.0000,473312.0000,9,--------,"John williams",NULL,"2022-01-17 15:21:32","2022-01-17 15:21:32",1,187,NULL,NULL,1,0.0000
